ID,Species,Owner,Country.of.Origin,Farm.Name,Company,Region,Producer,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Total.Cup.Points,Moisture,Color,Certification.Body,altitude_mean_meters
82,Arabica,ethiopia commodity exchange,Ethiopia,phone number | 0911-513824 email: gmt.ft,,yirgacheffe,"Contact name | Egziabhez Mezgebe, GMT Industrial Plc",Ethiopia Commodity Exchange,2009/2010,"June 17th, 2010",Ethiopia Commodity Exchange,,,7.83,7.83,7.92,8.08,7.75,7.83,10.0,10.0,10.0,85.33,0.05,,Ethiopia Commodity Exchange,
83,Arabica,ethiopia commodity exchange,Ethiopia,,,yirgacheffe,Contact name | Hailu Gebre Hiwot,Ethiopia Commodity Exchange,2009/2010,"June 17th, 2010",Ethiopia Commodity Exchange,Typica,,7.92,7.83,7.75,8.33,7.75,7.75,10.0,10.0,10.0,85.33,0.1,,Ethiopia Commodity Exchange,
84,Arabica,juan luis alvarado romero,Guatemala,la esperanza y anexos,"unex guatemala, s.a.",oriente,MARGARITA AVILA DE NUYENS,Asociacion Nacional Del Café,2016,"April 27th, 2016",Juan Luis Alvarado Romero,Bourbon,,8.0,7.92,7.75,8.0,7.92,7.83,10.0,10.0,10.0,85.25,0.1,Green,Asociacion Nacional Del Café,
85,Arabica,exportadora de cafe condor s.a,Colombia,various,exportadora de cafe condor s.a,santander,varios,Almacafé,2015,"April 8th, 2015",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,8.17,7.92,7.83,8.0,7.58,7.83,10.0,10.0,10.0,85.25,0.11,Green,Almacafé,1550.0
86,Arabica,compañia colombiana agroindustrial s.a,Colombia,,ecom cca sa,santander,,Almacafé,2014,"January 17th, 2014",Compañia Colombiana Agroindustrial S.A,Caturra,Natural / Dry,7.58,8.08,7.92,7.83,8.0,7.92,10.0,10.0,10.0,85.25,0.12,Green,Almacafé,1550.0
87,Arabica,"nomura trading co., ltd.",Indonesia,,"nomura trading co., ltd.",lintong,,Specialty Coffee Association,2012,"November 26th, 2012","Nomura Trading Co., Ltd.",Sumatra Lintong,Semi-washed / Semi-pulped,7.75,7.83,7.67,8.0,8.08,7.83,10.0,10.0,10.0,85.17,0.11,Green,Specialty Coffee Association,1325.0
88,Arabica,the coffee source inc.,Guatemala,coop. hoja blanca - fedecocagua,the coffee source inc.,huehuetenango,Coop. Hoja Blanca - Fedecocagua,Specialty Coffee Association,2012,"January 18th, 2012",The Coffee Source Inc.,Caturra,Washed / Wet,8.25,8.0,7.67,7.92,7.75,7.67,10.0,10.0,10.0,85.17,0.0,,Specialty Coffee Association,1400.0
89,Arabica,seid damtew coffee planataion,Ethiopia,seid damtew coffee planation,seid damtew coffee planation,"kefa zone, gimbo distict, at a place called woka araba, south west ethiopia.",SEID DAMTEW COFFEE PLANATION,METAD Agricultural Development plc,2016,"August 9th, 2016",SEID DAMTEW COFFEE PLANATAION,Other,Natural / Dry,7.75,8.0,7.58,8.0,8.0,7.92,10.0,10.0,10.0,85.08,0.11,Green,METAD Agricultural Development plc,
90,Arabica,carcafe ltda ci,Colombia,,carcafe ltda,pasto,JOSE ALBEIRO GOMEZ / LUIS JABER REALPE,Almacafé,2015,"August 18th, 2015",CARCAFE LTDA CI,Caturra,Natural / Dry,8.17,7.83,7.58,8.08,8.0,7.75,10.0,10.0,10.0,85.08,0.0,,Almacafé,2560.0
91,Arabica,steven kil,Ethiopia,aricha coop,the specialty coffee appraisers institute of asia,aricha,BNT,Specialty Coffee Association,2014,"October 7th, 2014",Steven Kil,,Natural / Dry,8.42,8.0,7.42,8.0,7.92,7.92,9.33,10.0,10.0,85.08,0.1,Green,Specialty Coffee Association,1700.0
92,Arabica,eileen koyanagi,United States (Hawaii),,kona pacific farmers cooperative,kona,,Specialty Coffee Association,2014,"March 10th, 2014",Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.58,7.83,7.83,7.92,7.83,8.17,10.0,10.0,10.0,85.08,0.11,Bluish-Green,Specialty Coffee Association,
93,Arabica,carcafe ltda ci,Colombia,,carcafe ltda,cundinamarca,ORLANDO ORTIZ /WILSON ORTIZ/GILBERTO ACOSTA,Almacafé,2012,"March 16th, 2012",CARCAFE LTDA CI,Caturra,Natural / Dry,7.83,8.0,7.75,7.75,7.83,7.83,10.0,10.0,10.0,85.08,0.11,Green,Almacafé,2136.0
94,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,kona,Kona Pacific Farmers Cooperative,Specialty Coffee Association,2010-2011,"December 27th, 2010",Kona Pacific Farmers Cooperative,,,8.08,8.17,7.92,8.0,8.08,8.0,9.33,9.33,10.0,85.08,0.01,,Specialty Coffee Association,
95,Arabica,ethiopia commodity exchange,Ethiopia,,,sidamo,Exporter Name | Muluneh Kaka | Phone: 0114390290,Ethiopia Commodity Exchange,2010,"June 17th, 2010",Ethiopia Commodity Exchange,,,7.67,8.0,7.83,8.0,7.92,7.83,10.0,10.0,10.0,85.08,0.0,,Ethiopia Commodity Exchange,
96,Arabica,kona pacific farmers cooperative,United States (Hawaii),kona pacific farmers cooperative,,kona,,Specialty Coffee Association,,"May 17th, 2010",Kona Pacific Farmers Cooperative,,,7.5,7.92,8.25,7.83,7.92,7.75,10.0,10.0,10.0,85.08,0.0,,Specialty Coffee Association,
97,Arabica,kyagalanyi coffee ltd,Uganda,mount elgon area,kyagalanyi coffee ltd,eastern uganda,Kyagalanyi Coffee Ltd,Uganda Coffee Development Authority,2016,"July 24th, 2017",Kyagalanyi Coffee Ltd,SL14,Washed / Wet,8.17,7.92,7.75,7.75,7.67,7.75,10.0,10.0,10.0,85.0,0.11,Green,Uganda Coffee Development Authority,1800.0
98,Arabica,racafe & cia s.c.a,Colombia,,racafe & cia s.c.a,huila,La Plata,Almacafé,2016,"February 15th, 2017",Racafe & Cia S.C.A,Caturra,Washed / Wet,8.0,7.92,7.75,7.92,7.75,7.83,10.0,10.0,10.0,85.0,0.0,Green,Almacafé,
99,Arabica,troy quimby,Costa Rica,estate la patricia,bold coast coffee,tarrazu,Manuel Montero,Specialty Coffee Association,2016,"January 30th, 2017",Troy Quimby,Catuai,Washed / Wet,7.83,8.0,7.58,7.92,7.92,7.83,10.0,10.0,10.0,85.0,0.12,Green,Specialty Coffee Association,1900.0
100,Arabica,"el equimite, cafetal biodinámico",Mexico,various,"cafetal el equimite, rancho agroecológico, s.p.r. de r.l.",veracruz,Varios productores minifundistas,Centro Agroecológico del Café A.C.,2015,"September 21st, 2016","El Equimite, Cafetal Biodinámico",Typica,Washed / Wet,7.83,8.0,7.83,7.75,7.67,7.83,10.0,10.0,10.0,85.0,0.09,Green,Centro Agroecológico del Café A.C.,1300.0
101,Arabica,simon mahinda,Kenya,,c dorman ltd,,,Kenya Coffee Traders Association,2015,"May 7th, 2016",SIMON MAHINDA,,Washed / Wet,8.17,7.83,7.92,7.75,7.67,7.83,10.0,10.0,10.0,85.0,0.11,Green,Kenya Coffee Traders Association,1.0
102,Arabica,rashid moledina & co. (msa) ltd.,Kenya,machure estate,rashid moledina & co. (msa) ltd,central kenya,,Kenya Coffee Traders Association,2012,"April 19th, 2013",RASHID MOLEDINA & CO. (MSA) LTD.,SL34,Washed / Wet,7.75,7.83,7.75,8.08,8.0,7.75,10.0,10.0,10.0,85.0,0.0,Green,Kenya Coffee Traders Association,1580.0
103,Arabica,nucoffee,Brazil,sitío são geraldo,nucoffee,grama valley,Idalina M. De Andrade Ferreira,NUCOFFEE,2012,"February 29th, 2012",NUCOFFEE,Mundo Novo,Natural / Dry,8.0,8.0,7.83,7.83,7.67,7.67,10.0,10.0,10.0,85.0,0.12,Green,NUCOFFEE,1100.0
104,Arabica,young kim,Mexico,kassandra,,mexico,Finca Kassandra,Specialty Coffee Association,2010-2011,"April 6th, 2011",Young Kim,Pacamara,,7.92,8.17,7.75,8.08,7.42,7.83,10.0,10.0,10.0,85.0,0.0,,Specialty Coffee Association,1400.0
105,Arabica,kona pacific farmers cooperative,United States (Hawaii),kona pacific farmers cooperative,,kona,,Specialty Coffee Association,,"February 24th, 2011",Kona Pacific Farmers Cooperative,,,7.75,7.92,7.75,7.75,8.0,8.0,10.0,10.0,10.0,85.0,0.0,,Specialty Coffee Association,
106,Arabica,carl walker,Guatemala,la igualdad,,"chuva, san marcos",Federico Weller,Specialty Coffee Association,2009/2010,"September 7th, 2010",Carl Walker,,,7.83,8.08,7.67,8.0,7.75,7.67,10.0,10.0,10.0,85.0,0.04,,Specialty Coffee Association,1325.88
107,Arabica,racafe & cia s.c.a,Colombia,,racafe & cia s.c.a,huila,La Plata,Almacafé,2016,"November 25th, 2016",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.92,7.92,7.67,7.83,7.92,7.83,10.0,10.0,10.0,84.92,0.0,,Almacafé,
108,Arabica,racafe & cia s.c.a,Colombia,,racafe & cia s.c.a,huila,La Plata,Almacafé,2015,"October 26th, 2015",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.92,7.83,7.75,7.83,7.75,8.0,10.0,10.0,10.0,84.92,0.12,Green,Almacafé,1775.0
109,Arabica,"lin, che-hao krude 林哲豪",Taiwan,baishengcun coffee 百勝村咖啡莊園,taiwan coffee laboratory,natou county,SU CHUEN SHIAN 蘇春賢,Specialty Coffee Association,2015,"June 9th, 2015","Lin, Che-Hao Krude 林哲豪",Typica,Semi-washed / Semi-pulped,7.67,7.83,8.0,7.58,8.0,7.92,10.0,10.0,10.0,84.92,0.11,Green,Specialty Coffee Association,800.0
110,Arabica,taylor winch (t) ltd,"Tanzania, United Republic Of",hasambo amcos,taylor winch (t) ltd,mbeya,Hasambo AMCOS,Africa Fine Coffee Association,2014,"December 12th, 2014",Taylor Winch (T) Ltd,Other,Washed / Wet,8.0,7.83,7.83,7.92,7.75,7.75,10.0,10.0,10.0,84.92,0.12,Green,Africa Fine Coffee Association,1620.0
111,Arabica,racafe & cia s.c.a,Colombia,,racafe & cia s.c.a,huila,LA PLATA,Almacafé,2012,"December 11th, 2012",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.75,7.92,7.83,7.75,7.75,8.0,10.0,10.0,10.0,84.92,0.11,Green,Almacafé,1775.0
112,Arabica,artemio zapata tejeda,Mexico,el suspiro,,coatepec,ARTEMIO ZAPATA TEJEDA,AMECAFE,2012,"July 11th, 2012",ARTEMIO ZAPATA TEJEDA,Typica,Semi-washed / Semi-pulped,7.75,8.0,7.75,7.83,7.5,7.92,10.0,10.0,10.0,84.92,0.11,,AMECAFE,1200.0
113,Arabica,nucoffee,Brazil,fazenda grota funda,nucoffee,south of minas,Glaucio Carneiro Pinto,NUCOFFEE,2011,"December 23rd, 2011",NUCOFFEE,Bourbon,Natural / Dry,8.0,7.92,7.75,7.75,8.0,7.75,10.0,10.0,10.0,84.92,0.11,Green,NUCOFFEE,1200.0
114,Arabica,nucoffee,Brazil,sitio claro,nucoffee,south of minas,Ricardo Luiz Ferreira,NUCOFFEE,2011,"December 3rd, 2011",NUCOFFEE,Catuai,Natural / Dry,8.0,8.0,7.75,8.0,7.5,7.75,10.0,10.0,10.0,84.92,0.12,Green,NUCOFFEE,1000.0
115,Arabica,brian speckman,Kenya,,,,,Specialty Coffee Association,2009-2010,"August 26th, 2010",Brian Speckman,,,8.0,7.67,7.83,8.17,7.92,7.75,10.0,10.0,10.0,84.92,0.06,,Specialty Coffee Association,
116,Arabica,"lin, che-hao krude 林哲豪",Taiwan,shi fang yuan 十方源,taiwan coffee laboratory,"dongshan dist., tainan city 臺南市東山區",Wang Chao Yung 王超永,Specialty Coffee Association,2016,"May 18th, 2016","Lin, Che-Hao Krude 林哲豪",Typica,Natural / Dry,7.92,7.58,7.83,7.83,7.83,7.83,10.0,10.0,10.0,84.83,0.0,Green,Specialty Coffee Association,350.0
117,Arabica,kawacom uganda ltd,Uganda,mt.elgon bugisu shamba 2,kawacom uganda ltd,eastern,Sipi organic coffee project,Uganda Coffee Development Authority,2013,"June 30th, 2014",Kawacom Uganda LTD,SL14,Natural / Dry,7.75,7.92,7.67,7.67,8.25,7.75,10.0,10.0,10.0,84.83,0.12,Green,Uganda Coffee Development Authority,1650.0
118,Arabica,kona pacific farmers cooperative,United States (Hawaii),,kona pacific farmers cooperative,kona,,Specialty Coffee Association,2012,"April 6th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.67,7.75,7.75,7.75,7.83,8.0,10.0,10.0,10.0,84.83,0.0,,Specialty Coffee Association,
119,Arabica,ethiopia commodity exchange,Ethiopia,contact | sidacoop@ethionet.net,,sidamo,Sidama Coffee Farmers Coop. Union,Ethiopia Commodity Exchange,2009/2010,"June 17th, 2010",Ethiopia Commodity Exchange,,,7.75,7.92,7.83,7.92,7.75,7.67,10.0,10.0,10.0,84.83,0.1,,Ethiopia Commodity Exchange,1750.0
120,Arabica,philip schluter,Ethiopia,contact | sidacoop@ethionet.net,,sidamo,Sidama Coffee Farmers Coop. Union,Ethiopia Commodity Exchange,2009/2010,"June 17th, 2010",Philip Schluter,,,7.42,7.92,7.92,8.0,7.83,7.83,10.0,10.0,10.0,84.83,0.1,,Ethiopia Commodity Exchange,1750.0
121,Arabica,松澤宏樹 koju matsuzawa,Thailand,matsuzawa coffee,matsuzawa coffee,thailand,Matsuzawa Coffee,Specialty Coffee Institute of Asia,2015,"June 27th, 2016",松澤宏樹 Koju Matsuzawa,Caturra,Pulped natural / honey,7.75,7.75,7.75,7.75,8.0,7.75,10.0,10.0,10.0,84.75,0.12,Green,Specialty Coffee Institute of Asia,
122,Arabica,lydiah mwangi,Kenya,karatina,c dorman ltd,nyeri,KARATINA,Kenya Coffee Traders Association,2014,"June 2nd, 2015",Lydiah Mwangi,SL34,Washed / Wet,7.92,7.83,7.58,7.92,7.75,7.83,10.0,10.0,10.0,84.75,0.13,Green,Kenya Coffee Traders Association,1800.0
123,Arabica,cadexsa,Honduras,cerro bueno,cadexsa,marcala,Omar Acosta,Instituto Hondureño del Café,2014,"April 25th, 2014",CADEXSA,Catuai,Washed / Wet,7.83,7.75,8.0,7.67,7.67,7.67,10.0,10.0,10.0,84.75,0.11,Green,Instituto Hondureño del Café,1450.0
124,Arabica,the coffee source inc.,El Salvador,several,,santa ana,Several producers,Specialty Coffee Association,2010-2011,"August 23rd, 2011",The Coffee Source Inc.,,,7.75,8.0,8.0,8.33,7.67,7.92,10.0,10.0,9.33,84.75,0.15,,Specialty Coffee Association,1200.0
125,Arabica,grounds for health admin,Nicaragua,santa martha,,jinotega,Juan Alvaro Munguia,Specialty Coffee Association,2009 - 2010,"May 31st, 2010",Grounds for Health Admin,,,7.83,7.58,7.58,7.83,7.75,7.67,10.0,10.0,10.0,84.75,0.18,,Specialty Coffee Association,925.0
126,Arabica,consejo salvadoreño del café,El Salvador,monterrey,cafetalera del pacifico,apaneca,J.J. Borja Nathan,Salvadoran Coffee Council,2016,"June 26th, 2017",Consejo Salvadoreño del Café,Bourbon,Washed / Wet,7.83,7.83,7.5,8.0,7.83,7.67,10.0,10.0,10.0,84.67,0.0,Blue-Green,Salvadoran Coffee Council,1350.0
127,Arabica,sanjava coffee,Indonesia,sran temanggung plantation,pt. shriya artha nusantara,"temanggung, indonesia",PT. Shriya Artha Nusantara,Specialty Coffee Association of Indonesia,2016,"November 24th, 2016",SanJava Coffee,Java,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.75,10.0,10.0,10.0,84.67,0.12,Green,Specialty Coffee Association of Indonesia,1200.0
128,Arabica,松澤宏樹 koju matsuzawa,Japan,ada farm,matsuzawa coffee,ada okinawa japan,Taijiro TOKUDA,Specialty Coffee Institute of Asia,,"November 2nd, 2016",松澤宏樹 Koju Matsuzawa,Mundo Novo,Pulped natural / honey,7.75,7.75,7.75,7.42,8.08,7.83,10.0,10.0,10.0,84.67,0.12,Green,Specialty Coffee Institute of Asia,170.0
129,Arabica,rodrigo soto,Costa Rica,rio jorco,panamerican coffee trading,tarrazu,Johanna,Specialty Coffee Association of Costa Rica,2015,"October 4th, 2016",Rodrigo Soto,Catuai,Washed / Wet,8.08,7.75,7.67,7.83,7.5,7.92,10.0,10.0,10.0,84.67,0.1,Blue-Green,Specialty Coffee Association of Costa Rica,1150.0
130,Arabica,juan luis alvarado romero,Guatemala,san diego buena vista,"waelti schoenfeld exportadores de cafe, s.a.",acatenango,JUAN BOCK,Asociacion Nacional Del Café,2015,"June 1st, 2016",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.75,7.83,7.58,8.0,7.92,7.75,10.0,10.0,10.0,84.67,0.1,Green,Asociacion Nacional Del Café,1600.0
131,Arabica,fabian calderon mora,Costa Rica,coopetarrazú,coopetarrazú.r.l,tarrazu,Coopetarrazú,Specialty Coffee Association of Costa Rica,2014,"July 6th, 2015",Fabian Calderon Mora,Caturra,Washed / Wet,8.17,8.0,7.83,7.17,7.83,7.75,10.0,10.0,10.0,84.67,0.12,Green,Specialty Coffee Association of Costa Rica,1750.0
132,Arabica,essencecoffee,Ethiopia,moplaco,essence coffee,yirgacheffe,Moplaco,Blossom Valley International,2014,"May 23rd, 2015",EssenceCoffee,Ethiopian Yirgacheffe,Washed / Wet,8.08,7.83,7.75,7.83,7.58,7.67,10.0,10.0,10.0,84.67,0.1,,Blossom Valley International,1900.0
133,Arabica,essencecoffee,Costa Rica,finca salaca las brisas,essence coffee,costa rica,Maria Elena Castro,Blossom Valley International,2014,"May 23rd, 2015",EssenceCoffee,Other,Other,7.67,7.58,7.75,7.75,7.67,8.58,10.0,10.0,10.0,84.67,0.08,Green,Blossom Valley International,1750.0
134,Arabica,eric thormaehlen,Costa Rica,various,coricafe s.a.,west valley,CORICAFE BLEND,Specialty Coffee Association of Costa Rica,2014,"March 5th, 2014",Eric Thormaehlen,Catuai,Washed / Wet,8.0,7.58,7.83,7.75,7.75,7.75,10.0,10.0,10.0,84.67,0.11,Green,Specialty Coffee Association of Costa Rica,1200.0
135,Arabica,rob tuttle,Costa Rica,,thrive farmers,,,Specialty Coffee Association,2012,"January 3rd, 2014",Rob Tuttle,,Washed / Wet,8.08,7.83,7.75,7.83,7.92,8.0,10.0,10.0,9.33,84.67,0.0,Green,Specialty Coffee Association,
136,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,dragon 龍咖啡,blossom valley宸嶧國際,taichung xinshe 台中市新社區,Gu yong long 古永龍,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Washed / Wet,8.0,7.92,7.75,7.75,7.75,7.75,10.0,10.0,10.0,84.67,0.11,Green,Blossom Valley International,1000.0
137,Arabica,compañia colombiana agroindustrial s.a,Colombia,,ecom cca sa,santander,,Almacafé,2013,"December 20th, 2013",Compañia Colombiana Agroindustrial S.A,Caturra,Washed / Wet,7.75,7.83,7.75,7.83,7.75,7.83,10.0,10.0,10.0,84.67,0.0,Green,Almacafé,1550.0
138,Arabica,dream together,Kenya,,dream together inc.,nyeri,Sasini,Specialty Coffee Institute of Asia,2012,"September 16th, 2012",Dream Together,SL28,Washed / Wet,7.75,7.92,7.83,8.0,7.58,7.75,10.0,10.0,10.0,84.67,0.11,Bluish-Green,Specialty Coffee Institute of Asia,2000.0
139,Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,"unex guatemala, s.a.",oriente,AGROPECUARIA QUIAGRAL,Asociacion Nacional Del Café,2012,"July 17th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,8.0,7.83,7.67,7.83,7.67,8.0,10.0,10.0,10.0,84.67,0.11,Green,Asociacion Nacional Del Café,1310.64
140,Arabica,juan luis alvarado romero,Guatemala,valparaiso,sertrasa,acatenango,SERTRASA,Asociacion Nacional Del Café,2012,"July 3rd, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.83,7.67,8.0,7.67,7.83,10.0,10.0,10.0,84.67,0.12,Green,Asociacion Nacional Del Café,1524.0
141,Arabica,organizaciones de productores de cafe colimense,Mexico,"el nogal, la higuera, los laureles",organizaciones de productores de cafe colimense sa de cv,el remudadero,"JORGE TORRES BELTRAN, VICENTE HERNANDEZ OCHOA, IGNACIO TORRES",AMECAFE,2012,"July 2nd, 2012",ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Typica,Washed / Wet,7.83,7.58,7.67,7.92,7.92,7.83,10.0,10.0,10.0,84.67,0.13,,AMECAFE,1200.0
142,Arabica,afca,Uganda,,ugacof ltd,mbale,,Africa Fine Coffee Association,2012,"February 13th, 2012",AFCA,Other,Washed / Wet,7.92,7.83,7.75,7.92,7.67,7.75,10.0,10.0,10.0,84.67,0.11,Blue-Green,Africa Fine Coffee Association,1775.0
143,Arabica,benjamin schmerler,Peru,,,"penachi, cecanor",CECANOR,Specialty Coffee Association,,"June 14th, 2011",Benjamin Schmerler,,,7.67,7.83,7.75,7.75,7.92,7.83,10.0,10.0,10.0,84.67,0.0,,Specialty Coffee Association,
144,Arabica,ethiopia commodity exchange,Ethiopia,contact | sidacoop@ethionet.net,,sidamo,Sidama Coffee Farmers Coop. Union,Ethiopia Commodity Exchange,2009/2010,"June 17th, 2010",Ethiopia Commodity Exchange,,,7.42,7.75,7.75,8.0,8.0,7.92,10.0,10.0,10.0,84.67,0.2,,Ethiopia Commodity Exchange,1750.0
145,Arabica,jungle estate,Kenya,jungle estate,keremara limited,nyeri,JUNGLE ESTATE,Kenya Coffee Traders Association,,"January 11th, 2018",Jungle Estate,SL34,Washed / Wet,7.92,7.75,7.83,7.75,7.58,7.92,10.0,10.0,10.0,84.58,0.11,Blue-Green,Kenya Coffee Traders Association,1754.0
146,Arabica,racafe & cia s.c.a,Colombia,,racafe & cia s.c.a,santander,,Almacafé,2016,"January 10th, 2017",Racafe & Cia S.C.A,Other,Washed / Wet,7.83,7.67,7.58,7.92,7.67,7.83,10.0,10.0,10.0,84.58,0.0,Blue-Green,Almacafé,1500.0
147,Arabica,racafe & cia s.c.a,Colombia,,racafe & cia s.c.a,huila,La Plata,Almacafé,2016,"December 28th, 2016",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.92,7.83,7.58,8.0,7.83,7.67,10.0,10.0,10.0,84.58,0.0,Green,Almacafé,
148,Arabica,daniel magu,Kenya,blend,c dorman ltd,nyeri,BLEND,Kenya Coffee Traders Association,2013,"July 21st, 2014",Daniel Magu,Peaberry,Washed / Wet,7.83,7.83,7.83,7.75,7.58,7.83,10.0,10.0,10.0,84.58,0.1,Bluish-Green,Kenya Coffee Traders Association,1800.0
149,Arabica,juan luis alvarado romero,Guatemala,el morito,"armajaro guatemala, s. a.",jalapa,ROBERTO MONTERROSO,Asociacion Nacional Del Café,2014,"May 29th, 2014",Juan Luis Alvarado Romero,Pacas,Washed / Wet,7.75,7.83,7.67,7.92,7.75,7.83,10.0,10.0,10.0,84.58,0.11,Green,Asociacion Nacional Del Café,1524.0
150,Arabica,juan luis alvarado romero,Guatemala,el papaturro,"unex guatemala, s.a.",oriente,AMILCAR LAPOLA,Asociacion Nacional Del Café,2014,"March 24th, 2014",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,8.0,7.92,7.67,7.58,7.58,7.67,10.0,10.0,10.0,84.58,0.09,Green,Asociacion Nacional Del Café,1219.2
151,Arabica,compañia colombiana agroindustrial s.a,Colombia,,ecom cca sa,santander,,Almacafé,2013,"December 20th, 2013",Compañia Colombiana Agroindustrial S.A,Caturra,Washed / Wet,7.67,7.67,7.58,7.75,7.58,8.5,10.0,10.0,10.0,84.58,0.0,,Almacafé,1550.0
152,Arabica,racafe & cia s.c.a,Colombia,,racafe & cia s.c.a,huila,La Plata,Almacafé,2013,"December 6th, 2013",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.75,7.75,7.83,7.75,7.58,8.0,10.0,10.0,10.0,84.58,0.0,,Almacafé,1750.0
153,Arabica,taylor winch (coffee) ltd.,Kenya,,taylor winch (coffee) ltd,,changeru wet mill,Kenya Coffee Traders Association,2013,"August 30th, 2013",Taylor Winch (Coffee) Ltd.,SL28,Washed / Wet,7.75,7.75,7.75,8.08,7.75,7.75,10.0,10.0,10.0,84.58,0.0,Green,Kenya Coffee Traders Association,
154,Arabica,exportadora de cafe condor s.a,Colombia,,exportadora de cafe condor s.a,huila,,Almacafé,2012,"July 17th, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.67,7.83,7.83,8.0,7.58,7.92,10.0,10.0,10.0,84.58,0.0,Green,Almacafé,1750.0
155,Arabica,lusso lab,Costa Rica,la chaparral,lusso coffee lab,tres rios,,Specialty Coffee Association,2012,"March 12th, 2013",LUSSO LAB,Bourbon,Semi-washed / Semi-pulped,7.75,7.83,7.75,8.0,7.83,7.67,10.0,10.0,10.0,84.58,0.12,Bluish-Green,Specialty Coffee Association,1575.0
156,Arabica,exportadora de cafe condor s.a,Colombia,various,exportadora de cafe condor s.a,huila,varios,Almacafé,2012,"October 9th, 2012",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.42,7.67,7.75,7.75,8.08,7.83,10.0,10.0,10.0,84.58,0.11,Green,Almacafé,1800.0
